
=== CONFIG ===
NUM_EPISODES=10000
DISCOUNT=0.995
LEARNING_RATE=0.0005
BATCH_SIZE=128
ACTION_NUM=5
COPY_RATE=2000
EPSILON=1.0
EPSILON_END=0.05
EPSILON_DECAY=0.995
BUFFERSIZE=150000
EXPLORATIONTIME=10000
TRAIN_EVERY=4
MODEL_NAME=dqn-po_zmianach
DUELING=True
MOVE_IN_PLACE_PENALTY=0.5
BACKWARDS_PENALTY=1
DEATHPENALTY=20
REWARD_NORMALISATION=True
=== LOG ===
iter, episode, ep_real_reward, reward, loss, epsilon 
181, 0, 9.0, -1.0, 0, 1.0 
337, 1, 9.0, 1.0, 0, 1.0 
486, 2, 8.0, 0.0, 0, 1.0 
614, 3, 6.0, 1.0, 0, 1.0 
740, 4, 10.0, 1.0, 0, 1.0 
904, 5, 8.0, 0.0, 0, 1.0 
1105, 6, 12.0, 1.0, 0, 1.0 
1270, 7, 11.0, 0.0, 0, 1.0 
1430, 8, 5.0, 0.0, 0, 1.0 
1556, 9, 7.0, 1.0, 0, 1.0 
1672, 10, 10.0, 1.0, 0, 1.0 
1775, 11, 7.0, 1.0, 0, 1.0 
1887, 12, 7.0, -0.5, 0, 1.0 
1998, 13, 7.0, 1.0, 0, 1.0 
2117, 14, 7.0, 1.0, 0, 1.0 
2274, 15, 9.0, 1.0, 0, 1.0 
2448, 16, 11.0, 0.0, 0, 1.0 
2570, 17, 7.0, 1.0, 0, 1.0 
2739, 18, 12.0, 0.0, 0, 1.0 
2895, 19, 10.0, 0.0, 0, 1.0 
3065, 20, 8.0, 0.0, 0, 1.0 
3224, 21, 7.0, 0.0, 0, 1.0 
3354, 22, 10.0, 0.0, 0, 1.0 
3505, 23, 6.0, 1.0, 0, 1.0 
3664, 24, 7.0, -1.0, 0, 1.0 
3775, 25, 6.0, 0.0, 0, 1.0 
3923, 26, 10.0, 0.0, 0, 1.0 
4039, 27, 8.0, -0.5, 0, 1.0 
4189, 28, 11.0, -1.0, 0, 1.0 
4335, 29, 7.0, 0.0, 0, 1.0 
4491, 30, 7.0, 0.0, 0, 1.0 
4637, 31, 7.0, 0.0, 0, 1.0 
4783, 32, 8.0, 0.0, 0, 1.0 
4975, 33, 8.0, 0.0, 0, 1.0 
5159, 34, 7.0, 0.0, 0, 1.0 
5288, 35, 5.0, 0.0, 0, 1.0 
5463, 36, 10.0, 1.0, 0, 1.0 
5651, 37, 9.0, 0.0, 0, 1.0 
5821, 38, 10.0, 1.0, 0, 1.0 
5929, 39, 6.0, -0.5, 0, 1.0 
6085, 40, 7.0, 0.0, 0, 1.0 
6221, 41, 7.0, 0.0, 0, 1.0 
6319, 42, 7.0, 1.0, 0, 1.0 
6441, 43, 10.0, 0.0, 0, 1.0 
6563, 44, 10.0, -1.0, 0, 1.0 
6676, 45, 7.0, 0.0, 0, 1.0 
6789, 46, 6.0, 0.0, 0, 1.0 
6909, 47, 5.0, 1.0, 0, 1.0 
7041, 48, 7.0, 0.0, 0, 1.0 
7198, 49, 7.0, 0.0, 0, 1.0 
7300, 50, 7.0, 1.0, 0, 1.0 
7428, 51, 6.0, 0.0, 0, 1.0 
7588, 52, 7.0, 1.0, 0, 1.0 
7706, 53, 6.0, 1.0, 0, 1.0 
7890, 54, 12.0, 0.0, 0, 1.0 
8018, 55, 7.0, 1.0, 0, 1.0 
8146, 56, 11.0, 1.0, 0, 1.0 
8282, 57, 8.0, 0.0, 0, 1.0 
8440, 58, 10.0, 0.0, 0, 1.0 
8562, 59, 10.0, 1.0, 0, 1.0 
8667, 60, 11.0, 0.0, 0, 1.0 
8803, 61, 9.0, -1.0, 0, 1.0 
8924, 62, 8.0, 1.0, 0, 1.0 
9075, 63, 10.0, 0.0, 0, 1.0 
9174, 64, 9.0, 1.0, 0, 1.0 
9404, 65, 12.0, 1.0, 0, 1.0 
9531, 66, 6.0, 1.0, 0, 1.0 
9711, 67, 10.0, 0.0, 0, 1.0 
9865, 68, 12.0, 1.0, 0, 1.0 
10023, 69, 9.0, 0.0, 0.918634295463562, 1.0 
10199, 70, 9.0, 0.0, 0.33027660846710205, 0.995 
10301, 71, 7.0, 1.0, 0.9151930809020996, 0.990025 
10415, 72, 8.0, 0.0, 0.3210097551345825, 0.985074875 
10525, 73, 6.0, 0.0, 0.6145742535591125, 0.9801495006250001 
10638, 74, 6.0, 0.0, 1.3755065202713013, 0.9752487531218751 
10765, 75, 8.0, 1.0, 0.761886715888977, 0.9703725093562657 
10912, 76, 10.0, 0.0, 0.3173031210899353, 0.9655206468094844 
11032, 77, 6.0, 0.0, 0.601309597492218, 0.960693043575437 
11182, 78, 8.0, 1.0, 0.16289643943309784, 0.9558895783575597 
11329, 79, 9.0, -0.5, 0.4657592475414276, 0.9511101304657719 
11476, 80, 6.0, 0.0, 0.6033159494400024, 0.946354579813443 
11596, 81, 8.0, 1.0, 0.7661659121513367, 0.9416228069143757 
11754, 82, 12.0, 0.0, 0.628616452217102, 0.9369146928798039 
11855, 83, 10.0, 1.0, 0.1678570806980133, 0.9322301194154049 
11968, 84, 6.0, 1.0, 0.3089795708656311, 0.9275689688183278 
12097, 85, 9.0, 1.0, 0.6095548868179321, 0.9229311239742362 
12197, 86, 8.0, 0.0, 0.6333733797073364, 0.918316468354365 
12347, 87, 12.0, 1.0, 0.17563293874263763, 0.9137248860125932 
12464, 88, 8.0, 0.0, 0.0205070823431015, 0.9091562615825302 
12579, 89, 8.0, 0.0, 0.614229679107666, 0.9046104802746175 
12691, 90, 10.0, 1.0, 0.7666918635368347, 0.9000874278732445 
12876, 91, 9.0, 0.0, 0.3157797157764435, 0.8955869907338783 
13015, 92, 11.0, 1.0, 0.6168248653411865, 0.8911090557802088 
13141, 93, 13.0, 1.0, 0.3200590908527374, 0.8866535105013078 
13264, 94, 6.0, 1.0, 0.9026306867599487, 0.8822202429488013 
13410, 95, 14.0, 0.0, 0.7686159610748291, 0.8778091417340573 
13556, 96, 11.0, 1.0, 0.47059011459350586, 0.8734200960253871 
13715, 97, 12.0, -1.0, 0.6103881597518921, 0.8690529955452602 
13872, 98, 13.0, 0.0, 0.17069201171398163, 0.8647077305675338 
13982, 99, 10.0, -1.0, 0.3129314184188843, 0.8603841919146962 
14106, 100, 7.0, 0.0, 0.6339775919914246, 0.8560822709551227 
14248, 101, 11.0, 1.0, 0.778438925743103, 0.851801859600347 
14363, 102, 10.0, 0.0, 0.3222208619117737, 0.8475428503023453 
14531, 103, 14.0, 1.0, 0.6270806789398193, 0.8433051360508336 
14658, 104, 8.0, -1.0, 0.17402026057243347, 0.8390886103705794 
14813, 105, 11.0, 1.0, 0.7820812463760376, 0.8348931673187264 
14915, 106, 7.0, 0.0, 0.6145771145820618, 0.8307187014821328 
15066, 107, 10.0, 0.0, 0.025841377675533295, 0.8265651079747222 
15206, 108, 12.0, 1.0, 0.4745655953884125, 0.8224322824348486 
15359, 109, 11.0, 0.0, 0.7699729204177856, 0.8183201210226743 
15490, 110, 6.0, 0.0, 0.7310167551040649, 0.8142285204175609 
15607, 111, 9.0, 1.0, 0.7518508434295654, 0.810157377815473 
15733, 112, 5.0, 1.0, 0.4785851836204529, 0.8061065909263957 
15821, 113, 8.0, 0.0, 0.3170486390590668, 0.8020760579717637 
15936, 114, 7.0, 1.0, 0.908974289894104, 0.798065677681905 
16066, 115, 6.0, 0.0, 0.4908924102783203, 0.7940753492934954 
16215, 116, 7.0, 0.0, 0.7425488233566284, 0.7901049725470279 
16319, 117, 10.0, 0.0, 0.59281986951828, 0.7861544476842928 
16436, 118, 8.0, 0.0, 0.6258993744850159, 0.7822236754458713 
16563, 119, 11.0, 1.0, 0.4907516837120056, 0.778312557068642 
16665, 120, 8.0, 0.0, 0.17970508337020874, 0.7744209942832988 
16781, 121, 10.0, 1.0, 0.7511481642723083, 0.7705488893118823 
16892, 122, 9.0, 0.0, 0.6463992595672607, 0.7666961448653229 
17011, 123, 11.0, 1.0, 0.3197278082370758, 0.7628626641409962 
17151, 124, 15.0, 0.0, 0.6312581896781921, 0.7590483508202912 
17273, 125, 11.0, 0.0, 1.311897873878479, 0.7552531090661897 
17383, 126, 8.0, -1.0, 0.4291755259037018, 0.7514768435208588 
17504, 127, 9.0, 0.0, 0.1784614622592926, 0.7477194593032545 
17606, 128, 12.0, -1.0, 0.4533030390739441, 0.7439808620067382 
17715, 129, 10.0, 0.0, 0.46137428283691406, 0.7402609576967045 
17840, 130, 11.0, -1.0, 0.6304709911346436, 0.736559652908221 
17951, 131, 7.0, -1.0, 0.26888054609298706, 0.7328768546436799 
18109, 132, 9.0, -1.0, 0.3181508183479309, 0.7292124703704616 
18297, 133, 18.0, -1.0, 0.394674688577652, 0.7255664080186093 
18465, 134, 18.0, 0.0, 0.07015500962734222, 0.7219385759785162 
18589, 135, 8.0, 0.0, 0.9345821142196655, 0.7183288830986236 
18686, 136, 10.0, 1.0, 0.18939904868602753, 0.7147372386831305 
18807, 137, 10.0, -1.0, 0.8799420595169067, 0.7111635524897149 
18944, 138, 14.0, 0.0, 0.939530074596405, 0.7076077347272662 
19102, 139, 14.0, 0.0, 0.35358691215515137, 0.7040696960536299 
19210, 140, 12.0, -1.0, 0.9043775796890259, 0.7005493475733617 
19319, 141, 10.0, 1.0, 0.04033615067601204, 0.697046600835495 
19425, 142, 14.0, 0.0, 0.5072004199028015, 0.6935613678313175 
19573, 143, 14.0, 0.0, 0.4688989520072937, 0.6900935609921609 
19696, 144, 8.0, 0.0, 0.4384709894657135, 0.6866430931872001 
19801, 145, 12.0, 0.0, 0.18320181965827942, 0.6832098777212641 
19907, 146, 7.0, -1.0, 0.3515107035636902, 0.6797938283326578 
20049, 147, 10.0, 0.0, 1.1543877124786377, 0.6763948591909945 
20179, 148, 10.0, -1.0, 0.7400609254837036, 0.6730128848950395 
20299, 149, 11.0, 1.0, 0.6186625957489014, 0.6696478204705644 
20536, 150, 17.0, 0.0, 0.5802739858627319, 0.6662995813682115 
20652, 151, 11.0, 1.0, 0.2386830449104309, 0.6629680834613705 
20781, 152, 11.0, 0.0, 0.5707436203956604, 0.6596532430440636 
20924, 153, 13.0, 1.0, 0.22230499982833862, 0.6563549768288433 
21082, 154, 12.0, 0.0, 0.5096898674964905, 0.653073201944699 
21206, 155, 11.0, 0.0, 0.5865797996520996, 0.6498078359349755 
21326, 156, 12.0, 1.0, 0.5991777777671814, 0.6465587967553006 
21437, 157, 9.0, 0.0, 0.3495381474494934, 0.6433260027715241 
21584, 158, 14.0, 0.0, 0.2803497910499573, 0.6401093727576664 
21684, 159, 8.0, -1.0, 0.614916205406189, 0.6369088258938781 
21802, 160, 9.0, 0.0, 0.6383544206619263, 0.6337242817644086 
21954, 161, 13.0, 0.0, 0.43151646852493286, 0.6305556603555866 
22105, 162, 11.0, -1.0, 0.4952026307582855, 0.6274028820538087 
22231, 163, 10.0, 0.0, 0.5841425657272339, 0.6242658676435396 
22401, 164, 20.0, 0.0, 0.848732590675354, 0.6211445383053219 
22547, 165, 14.0, 0.0, 0.4347025156021118, 0.6180388156137953 
22658, 166, 14.0, 0.0, 0.8689848184585571, 0.6149486215357263 
22818, 167, 12.0, 0.0, 0.3005364239215851, 0.6118738784280476 
22929, 168, 11.0, 0.0, 0.6652117967605591, 0.6088145090359074 
