2, 0, 1.0, 1.0, 0, 1.0 
3, 0, 1.0, 0.0, 0, 1.0 
4, 0, 1.0, -10.0, 0, 1.0 
5, 0, 1.0, -1.0, 0, 1.0 
6, 0, 1.0, -1.0, 0, 1.0 
7, 0, 1.0, -0.5, 0, 1.0 
8, 0, 1.0, 0.0, 0, 1.0 
9, 0, 1.0, -0.5, 0, 1.0 
10, 0, 2.0, -9.0, 0, 1.0 
11, 0, 2.0, 0.0, 0, 1.0 
12, 0, 2.0, 0.0, 0, 1.0 
13, 0, 2.0, -1.0, 0, 1.0 
14, 0, 2.0, 0.0, 0, 1.0 
15, 0, 2.0, 0.0, 0, 1.0 
16, 0, 2.0, -1.0, 0, 1.0 
17, 0, 3.0, 1.0, 0, 1.0 
18, 0, 3.0, -0.5, 0, 1.0 
19, 0, 4.0, 1.0, 0, 1.0 
20, 0, 4.0, 0.0, 0, 1.0 
21, 0, 4.0, 0.0, 0, 1.0 
22, 0, 4.0, 0.0, 0, 1.0 
23, 0, 5.0, -9.0, 0, 1.0 
24, 0, 5.0, -1.0, 0, 1.0 
25, 0, 5.0, -0.5, 0, 1.0 
26, 0, 5.0, 0.0, 0, 1.0 
27, 0, 5.0, -0.5, 0, 1.0 
28, 0, 5.0, 0.0, 0, 1.0 
29, 0, 5.0, -0.5, 0, 1.0 
30, 0, 5.0, -1.0, 0, 1.0 
31, 0, 5.0, 0.0, 0, 1.0 
32, 0, 5.0, 0.0, 0, 1.0 
33, 0, 6.0, 1.0, 0, 1.0 
34, 0, 6.0, 0.0, 0, 1.0 
35, 0, 6.0, 0.0, 0, 1.0 
36, 0, 6.0, 0.0, 0, 1.0 
37, 0, 6.0, 0.0, 0, 1.0 
38, 0, 6.0, 0.0, 0, 1.0 
39, 0, 6.0, -1.0, 0, 1.0 
40, 0, 6.0, 0.0, 0, 1.0 
41, 0, 6.0, -1.0, 0, 1.0 
42, 0, 6.0, 0.0, 0, 1.0 
43, 0, 6.0, -1.0, 0, 1.0 
44, 0, 6.0, -1.0, 0, 1.0 
45, 0, 6.0, 0.0, 0, 1.0 
46, 0, 6.0, -1.0, 0, 1.0 
47, 0, 6.0, -0.5, 0, 1.0 
48, 0, 6.0, 0.0, 0, 1.0 
49, 0, 6.0, 0.0, 0, 1.0 
50, 0, 6.0, 0.0, 0, 1.0 
51, 0, 6.0, -0.5, 0, 1.0 
52, 0, 6.0, -0.5, 0, 1.0 
53, 0, 6.0, 0.0, 0, 1.0 
54, 0, 7.0, -9.0, 0, 1.0 
55, 0, 7.0, -1.0, 0, 1.0 
56, 0, 7.0, 0.0, 0, 1.0 
57, 0, 7.0, 0.0, 0, 1.0 
58, 0, 7.0, 0.0, 0, 1.0 
59, 0, 7.0, 0.0, 0, 1.0 
60, 0, 7.0, 0.0, 0, 1.0 
61, 0, 8.0, 1.0, 0, 1.0 
62, 0, 8.0, 0.0, 0, 1.0 
63, 0, 9.0, 1.0, 0, 1.0 
64, 0, 9.0, 0.0, 0, 1.0 
65, 0, 9.0, -0.5, 0, 1.0 
66, 0, 10.0, 1.0, 0, 1.0 
67, 1, 0.0, 0.0, 0, 1.0 
68, 1, 0.0, 0.0, 0, 1.0 
69, 1, 0.0, -0.5, 0, 1.0 
70, 1, 0.0, -0.5, 0, 1.0 
71, 1, 0.0, -1.0, 0, 1.0 
72, 1, 0.0, 0.0, 0, 1.0 
73, 1, 0.0, 0.0, 0, 1.0 
74, 1, 0.0, 0.0, 0, 1.0 
75, 1, 1.0, -9.0, 0, 1.0 
76, 1, 1.0, -1.0, 0, 1.0 
77, 1, 1.0, -0.5, 0, 1.0 
78, 1, 1.0, 0.0, 0, 1.0 
79, 1, 1.0, -1.0, 0, 1.0 
80, 1, 2.0, 1.0, 0, 1.0 
81, 1, 2.0, -1.0, 0, 1.0 
82, 1, 2.0, 0.0, 0, 1.0 
83, 1, 2.0, 0.0, 0, 1.0 
84, 1, 2.0, -0.5, 0, 1.0 
85, 1, 3.0, 1.0, 0, 1.0 
86, 1, 3.0, 0.0, 0, 1.0 
87, 1, 3.0, -0.5, 0, 1.0 
88, 1, 3.0, 0.0, 0, 1.0 
89, 1, 3.0, -1.0, 0, 1.0 
90, 1, 3.0, 0.0, 0, 1.0 
91, 1, 3.0, 0.0, 0, 1.0 
92, 1, 3.0, 0.0, 0, 1.0 
93, 1, 3.0, 0.0, 0, 1.0 
94, 1, 3.0, -0.5, 0, 1.0 
95, 1, 3.0, -11.0, 0, 1.0 
96, 1, 3.0, -0.5, 0, 1.0 
97, 1, 3.0, -1.0, 0, 1.0 
98, 1, 3.0, 0.0, 0, 1.0 
99, 1, 3.0, 0.0, 0, 1.0 
100, 1, 3.0, -0.5, 0, 1.0 
101, 1, 3.0, 0.0, 0, 1.0 
102, 1, 3.0, -0.5, 0, 1.0 
103, 1, 3.0, 0.0, 0, 1.0 
104, 1, 3.0, 0.0, 0, 1.0 
105, 1, 3.0, 0.0, 0, 1.0 
106, 1, 3.0, -0.5, 0, 1.0 
107, 1, 3.0, -0.5, 0, 1.0 
108, 1, 4.0, -9.0, 0, 1.0 
109, 1, 4.0, 0.0, 0, 1.0 
110, 1, 4.0, 0.0, 0, 1.0 
111, 1, 4.0, 0.0, 0, 1.0 
112, 1, 4.0, 0.0, 0, 1.0 
113, 1, 4.0, -1.0, 0, 1.0 
114, 1, 4.0, -1.0, 0, 1.0 
115, 1, 4.0, -0.5, 0, 1.0 
116, 1, 4.0, 0.0, 0, 1.0 
117, 1, 4.0, -1.0, 0, 1.0 
118, 1, 4.0, -0.5, 0, 1.0 
119, 1, 4.0, 0.0, 0, 1.0 
120, 1, 4.0, 0.0, 0, 1.0 
121, 1, 4.0, 0.0, 0, 1.0 
122, 1, 4.0, 0.0, 0, 1.0 
123, 1, 4.0, -0.5, 0, 1.0 
